df_index,open    ,high    ,close   ,low     ,volume     ,price_change,p_change,ma5      ,ma10     ,ma20     ,v_ma5       ,v_ma10      ,v_ma20      ,macd               ,dea                 ,hist                ,date      ,value
360     ,9429.0  ,9440.67 ,9398.47 ,9363.15 ,272537280.0,-15.53      ,-0.17   ,9377.718 ,9328.052 ,9132.384 ,277963654.4 ,271432297.6 ,237839932.8 ,68.96956252915697  ,29.357845530544743  ,39.61171699861223   ,2019-08-29,10177.939692062535
361     ,9458.39 ,9492.04 ,9365.68 ,9310.11 ,312542624.0,-32.79      ,-0.35   ,9378.344 ,9358.528 ,9143.845 ,288059612.8 ,280616819.2 ,242039342.4 ,69.78432204511955  ,37.44314083345971   ,32.341181211659844  ,2019-08-30,10177.939692062535
362     ,9393.03 ,9586.52 ,9569.47 ,9389.48 ,301362496.0,203.79      ,2.18    ,9438.16  ,9382.578 ,9173.082 ,296845497.6 ,280391283.2 ,246914864.8 ,85.88415560269459  ,47.13134378730668   ,38.75281181538791   ,2019-09-02,10177.939692062535
363     ,9591.42 ,9633.69 ,9633.69 ,9547.76 ,310116000.0,64.22       ,0.67    ,9476.262 ,9413.074 ,9211.793 ,296477171.2 ,282029248.0 ,248705384.8 ,102.64221146002274 ,58.233517321849895  ,44.40869413817284   ,2019-09-03,10177.939692062535
364     ,9612.62 ,9700.32 ,9700.32 ,9590.98 ,330543232.0,66.63       ,0.69    ,9533.526 ,9450.831 ,9256.072 ,305420326.4 ,290162878.4 ,255778349.6 ,119.91724426607834 ,70.57026271069559   ,49.346981555382754  ,2019-09-04,10248.333915011595
365     ,9752.34 ,9900.76 ,9783.5  ,9751.95 ,430745632.0,83.18       ,0.86    ,9610.532 ,9494.125 ,9299.283 ,337061996.8 ,307512825.6 ,268475914.4 ,138.72067744157903 ,84.20034565687227   ,54.520331784706755  ,2019-09-05,10336.213120548182
366     ,9829.97 ,9837.23 ,9823.42 ,9742.27 ,331457408.0,39.92       ,0.41    ,9702.08  ,9540.212 ,9350.695 ,340844953.6 ,314452283.2 ,275292711.2 ,155.05635098430503 ,98.37154672235883   ,56.6848042619462    ,2019-09-06,10378.38837764148
367     ,9907.13 ,10001.93,10001.93,9853.69 ,387165184.0,178.51      ,1.82    ,9788.572 ,9613.366 ,9401.866 ,358005491.2 ,327425494.4 ,285457603.2 ,180.32804562906858 ,114.76284650370079  ,65.5651991253678    ,2019-09-09,10566.983195871057
368     ,10005.81,10005.81,9964.93 ,9903.42 ,381885536.0,-37.0       ,-0.37   ,9854.82  ,9665.541 ,9454.981 ,372359398.4 ,334418284.8 ,296022514.4 ,195.12121897605903 ,130.83452099817242  ,64.2866979778866    ,2019-09-10,10527.892902472959
369     ,9985.11 ,10000.25,9853.72 ,9835.97 ,349035648.0,-111.21     ,-1.12   ,9885.5   ,9709.513 ,9499.343 ,376057881.6 ,340739104.0 ,303099210.4 ,195.61625542767797 ,143.79086788407352  ,51.82538754360445   ,2019-09-11,10410.400158451272
370     ,9886.25 ,9941.17 ,9919.8  ,9837.27 ,288583136.0,66.08       ,0.67    ,9912.76  ,9761.646 ,9544.849 ,347625382.4 ,342343689.6 ,306887993.6 ,199.04619845469824 ,154.84193399819847  ,44.20426445649977   ,2019-09-12,10410.400158451272
371     ,9952.33 ,9962.15 ,9918.09 ,9877.11 ,317119168.0,-1.71       ,-0.02   ,9931.694 ,9816.887 ,9587.708 ,344757734.4 ,342801344.0 ,311709081.6 ,199.3287327527396  ,163.7392937491067   ,35.58943900363289   ,2019-09-16,10410.400158451272
372     ,9890.58 ,9890.58 ,9722.8  ,9684.15 ,327388480.0,-195.29     ,-1.97   ,9875.868 ,9832.22  ,9607.399 ,332802393.6 ,345403942.4 ,312897612.8 ,181.6998495645621  ,167.3314049121978   ,14.368444652364303  ,2019-09-17,10410.400158451272
373     ,9747.98 ,9785.62 ,9753.31 ,9701.64 ,255903232.0,30.51       ,0.31    ,9833.544 ,9844.182 ,9628.628 ,307605932.8 ,339982665.6 ,311005956.8 ,168.25123909445756 ,167.51537174864976  ,0.7358673458078044  ,2019-09-18,10410.400158451272
374     ,9786.4  ,9852.2  ,9852.2  ,9733.97 ,265117136.0,98.89       ,1.01    ,9833.24  ,9859.37  ,9655.101 ,290822230.4 ,333440056.0 ,311801467.2 ,163.68584640027984 ,166.74946667897578  ,-3.063620278695936  ,2019-09-19,10410.400158451272
375     ,9873.94 ,9903.69 ,9881.25 ,9832.39 ,281060352.0,29.05       ,0.29    ,9825.53  ,9869.145 ,9681.635 ,289317673.6 ,318471528.0 ,312992176.8 ,160.56098492877027 ,165.5117703289347   ,-4.9507854001644205 ,2019-09-20,10410.400158451272
376     ,9853.47 ,9853.47 ,9781.14 ,9703.66 ,271171008.0,-100.11     ,-1.01   ,9798.14  ,9864.917 ,9702.565 ,280128041.6 ,312442888.0 ,313447585.6 ,148.2969939191389  ,162.06881504697554  ,-13.771821127836631 ,2019-09-23,10410.400158451272
377     ,9783.39 ,9896.18 ,9811.38 ,9761.03 ,284060672.0,30.24       ,0.31    ,9815.856 ,9845.862 ,9729.614 ,271462480.0 ,302132436.8 ,314778965.6 ,139.41076741393954 ,157.53720552036833  ,-18.126438106428793 ,2019-09-24,10410.400158451272
378     ,9768.38 ,9768.38 ,9671.06 ,9656.05 ,283852928.0,-140.32     ,-1.43   ,9799.406 ,9816.475 ,9741.008 ,277052419.2 ,292329176.0 ,313373730.4 ,119.66627921284089 ,149.96302025886285  ,-30.296741046021964 ,2019-09-25,10410.400158451272
379     ,9698.28 ,9707.92 ,9464.84 ,9464.84 ,287353664.0,-206.22     ,-2.13   ,9721.934 ,9777.587 ,9743.55  ,281499724.8 ,286160977.6 ,313450040.8 ,86.38263427793026  ,137.24694306267634  ,-50.86430878474607  ,2019-09-26,10410.400158451272
380     ,9470.53 ,9574.5  ,9548.96 ,9467.15 ,214878496.0,84.12       ,0.89    ,9655.476 ,9740.503 ,9751.075 ,268263353.6 ,278790513.6 ,310567101.6 ,66.0317143514003   ,123.00389732042113  ,-56.972182969020835 ,2019-09-27,10410.400158451272
381     ,9544.02 ,9581.64 ,9446.24 ,9446.04 ,184042928.0,-102.72     ,-1.08   ,9588.496 ,9693.318 ,9755.103 ,250837737.6 ,265482889.6 ,304142116.8 ,41.14057521407449  ,106.6312328991518   ,-65.49065768507731  ,2019-09-30,10410.400158451272
382     ,9474.57 ,9556.96 ,9474.75 ,9468.74 ,188610560.0,28.51       ,0.3     ,9521.17  ,9668.513 ,9750.367 ,231747715.2 ,251605097.6 ,298504520.0 ,23.444434007176824 ,89.9938731207568    ,-66.54943911357998  ,2019-10-08,10410.400158451272
383     ,9443.45 ,9507.04 ,9506.56 ,9380.57 ,188625856.0,31.81       ,0.34    ,9488.27  ,9643.838 ,9744.01  ,212702300.8 ,244877360.0 ,292430012.8 ,11.850312731035956 ,74.36516104281263   ,-62.514848311776674 ,2019-10-09,10410.400158451272
384     ,9504.03 ,9643.52 ,9638.1  ,9480.17 ,222069968.0,131.54      ,1.38    ,9522.922 ,9622.428 ,9740.899 ,199645561.6 ,240572643.2 ,287006349.6 ,13.12477255478916  ,62.11708334520794   ,-48.99231079041878  ,2019-10-10,10410.400158451272
385     ,9656.98 ,9704.68 ,9666.58 ,9583.52 ,243533440.0,28.48       ,0.29    ,9546.446 ,9600.961 ,9735.053 ,205376550.4 ,236819952.0 ,277645740.0 ,16.245619738016103 ,52.94279062376957   ,-36.697170885753465 ,2019-10-11,10441.162258503427
386     ,9753.58 ,9840.59 ,9786.64 ,9725.68 ,285360096.0,120.06      ,1.24    ,9614.526 ,9601.511 ,9733.214 ,225639984.0 ,238238860.8 ,275340874.4 ,28.083028559769446 ,47.970838210969546  ,-19.8878096512001   ,2019-10-14,10570.842656405883
387     ,9759.95 ,9759.95 ,9671.73 ,9658.51 ,266349440.0,-114.91     ,-1.17   ,9653.922 ,9587.546 ,9716.704 ,241187760.0 ,236467737.6 ,269300087.2 ,27.870707510604916 ,43.95081207089662   ,-16.0801045602917   ,2019-10-15,10446.72492757887
388     ,9678.31 ,9722.12 ,9642.06 ,9635.45 ,233148144.0,-29.67      ,-0.31   ,9681.022 ,9584.646 ,9700.561 ,250092217.6 ,231397259.2 ,261863217.6 ,25.01990660301817  ,40.164630977320925  ,-15.144724374302754 ,2019-10-16,10414.677472924815
389     ,9657.09 ,9670.7  ,9645.39 ,9617.01 ,206596240.0,3.33        ,0.04    ,9682.48  ,9602.701 ,9690.144 ,246997472.0 ,223321516.8 ,254741247.2 ,22.76688701328021  ,36.68508218451278   ,-13.918195171232568 ,2019-10-17,10418.274305550296
390     ,9665.81 ,9706.38 ,9533.51 ,9516.75 ,238042704.0,-111.88     ,-1.16   ,9655.866 ,9601.156 ,9670.83  ,245899324.8 ,225637937.6 ,252214225.6 ,11.817348736269196 ,31.711535494864062  ,-19.894186758594866 ,2019-10-18,10297.429370373495
391     ,9533.09 ,9560.98 ,9553.57 ,9476.45 ,209913936.0,20.06       ,0.21    ,9609.252 ,9611.889 ,9652.604 ,230810092.8 ,228225038.4 ,246853964.0 ,4.704207935348677  ,26.310069982960986  ,-21.60586204761231  ,2019-10-21,10319.096776519782
392     ,9582.11 ,9642.93 ,9642.09 ,9558.36 ,207552384.0,88.52       ,0.93    ,9603.324 ,9628.623 ,9648.568 ,219050681.6 ,230119220.8 ,240862159.2 ,6.13904966755581   ,22.27586591987995   ,-16.13681625232414  ,2019-10-22,10319.096776519782
393     ,9641.89 ,9652.07 ,9567.75 ,9547.5  ,215975808.0,-74.34      ,-0.77   ,9588.462 ,9634.742 ,9639.29  ,215616214.4 ,232854216.0 ,238865788.0 ,1.2629963276322087 ,18.073292001430403  ,-16.810295673798194 ,2019-10-23,10319.096776519782
394     ,9570.33 ,9598.33 ,9555.76 ,9495.01 ,207222336.0,-11.99      ,-0.12   ,9570.536 ,9626.508 ,9624.468 ,215741433.6 ,231369452.8 ,235971048.0 ,-3.5281337401429482,13.753006853115732  ,-17.28114059325868  ,2019-10-24,10319.096776519782
395     ,9562.3  ,9665.6  ,9660.44 ,9509.34 ,224961824.0,104.68      ,1.09    ,9595.922 ,9625.894 ,9613.428 ,213125257.6 ,229512291.2 ,233166121.6 ,1.108879839122892  ,11.224181450317165  ,-10.115301611194273 ,2019-10-25,10319.096776519782
396     ,9721.64 ,9802.15 ,9801.87 ,9704.53 ,299013152.0,141.43      ,1.46    ,9645.582 ,9627.417 ,9614.464 ,230945100.8 ,230877596.8 ,234558228.8 ,16.011396121008147 ,12.181624384455361  ,3.829771736552786   ,2019-10-28,10319.096776519782
397     ,9812.48 ,9818.74 ,9746.03 ,9746.03 ,321608672.0,-55.84      ,-0.57   ,9666.37  ,9634.847 ,9611.197 ,253756358.4 ,236403520.0 ,236435628.8 ,23.050217753583638 ,14.355343058281017  ,8.694874695302621   ,2019-10-29,10260.31020171305
398     ,9707.18 ,9726.95 ,9681.54 ,9647.0  ,271564704.0,-64.49      ,-0.66   ,9689.128 ,9638.795 ,9611.721 ,264874137.6 ,240245176.0 ,235821217.6 ,23.157782078211312 ,16.115830862267075  ,7.041951215944238   ,2019-10-30,10192.417182205776
399     ,9709.1  ,9720.97 ,9635.33 ,9626.93 ,242663376.0,-46.21      ,-0.48   ,9705.042 ,9637.789 ,9620.245 ,271962345.6 ,243851889.6 ,233586703.2 ,19.291881966986693 ,16.751041083211     ,2.5408408837756937  ,2019-10-31,10143.768764909588
400     ,9621.89 ,9814.67 ,9802.33 ,9604.31 ,225897376.0,167.0       ,1.73    ,9733.42  ,9664.671 ,9632.914 ,272149456.0 ,242637356.8 ,234137647.2 ,29.36512966369446  ,19.273858799307693  ,10.091270864386768  ,2019-11-01,10143.768764909588
401     ,9828.6  ,9908.2  ,9868.13 ,9828.6  ,239041488.0,65.8        ,0.67    ,9746.672 ,9696.127 ,9654.008 ,260155123.2 ,245550112.0 ,236887575.2 ,42.17163279172928  ,23.85341359779201   ,18.31821919393727   ,2019-11-04,10143.768764909588
402     ,9885.02 ,9982.34 ,9938.61 ,9847.2  ,238629440.0,70.48       ,0.71    ,9785.188 ,9725.779 ,9677.201 ,243559276.8 ,248657817.6 ,239388519.2 ,57.346965638003894 ,30.552124005834386  ,26.794841632169508  ,2019-11-05,10216.217427680633
403     ,9947.31 ,9947.31 ,9860.97 ,9829.75 ,232530720.0,-77.64      ,-0.78   ,9821.074 ,9755.101 ,9694.922 ,235752480.0 ,250313308.8 ,241583762.4 ,62.38944048180383  ,36.91958730102827   ,25.46985318077556   ,2019-11-06,10136.408770223994
404     ,9849.96 ,9939.53 ,9917.49 ,9835.89 ,216641728.0,56.52       ,0.57    ,9877.506 ,9791.274 ,9708.891 ,230548150.4 ,251255248.0 ,241312350.4 ,70.1378245847045   ,43.56323475776352   ,26.574589826940986  ,2019-11-07,10194.507499222567
405     ,9985.2  ,10008.51,9895.34 ,9891.0  ,234124240.0,-22.15      ,-0.22   ,9896.108 ,9814.764 ,9720.329 ,232193523.2 ,252171489.6 ,240841890.4 ,73.64225287518457  ,49.57903838124773   ,24.06321449393684   ,2019-11-08,10171.738800579284
406     ,9821.41 ,9821.41 ,9680.57 ,9664.06 ,231547104.0,-214.77     ,-2.17   ,9858.596 ,9802.634 ,9715.026 ,230694646.4 ,245424884.8 ,238151240.8 ,58.41601005005941  ,51.34643271501007   ,7.069577335049345   ,2019-11-11,9950.969797978018
407     ,9675.56 ,9699.42 ,9670.14 ,9570.44 ,205975184.0,-10.43      ,-0.11   ,9804.902 ,9795.045 ,9714.946 ,224163795.2 ,233861536.0 ,235132528.0 ,44.98888521499066  ,50.07492321500619   ,-5.086038000015527  ,2019-11-12,9950.969797978018
408     ,9678.65 ,9702.51 ,9687.85 ,9622.31 ,183988240.0,17.71       ,0.18    ,9770.278 ,9795.676 ,9717.236 ,214455299.2 ,225103889.6 ,232674532.8 ,35.36912774916709  ,47.13376412183837   ,-11.764636372671276 ,2019-11-13,9950.969797978018
409     ,9689.93 ,9768.67 ,9746.56 ,9677.76 ,205461456.0,58.71       ,0.61    ,9736.092 ,9806.799 ,9722.294 ,212219244.8 ,221383697.6 ,232617793.6 ,32.11263255230733  ,44.12953780793216   ,-12.016905255624827 ,2019-11-14,9950.969797978018
410     ,9741.93 ,9777.69 ,9647.99 ,9647.99 ,213505824.0,-98.57      ,-1.01   ,9686.622 ,9791.365 ,9728.018 ,208095561.6 ,220144542.4 ,231390949.6 ,21.332157596905745 ,39.57006176572688   ,-18.23790416882113  ,2019-11-15,9950.969797978018
411     ,9635.81 ,9725.78 ,9715.27 ,9624.95 ,191948672.0,67.28       ,0.7     ,9693.562 ,9776.079 ,9736.103 ,200175875.2 ,215435260.8 ,230492686.4 ,18.009880550969683 ,35.25802552277544   ,-17.248144971805758 ,2019-11-18,9950.969797978018
412     ,9721.01 ,9889.75 ,9889.75 ,9711.29 ,226001328.0,174.48      ,1.8     ,9737.484 ,9771.193 ,9748.486 ,204181104.0 ,214172449.6 ,231415133.6 ,29.120348614116665 ,34.030490141043686  ,-4.9101415269270205 ,2019-11-19,9950.969797978018
413     ,9885.9  ,9908.63 ,9809.05 ,9796.95 ,231112720.0,-80.7       ,-0.82   ,9761.724 ,9766.001 ,9760.551 ,213606000.0 ,214030649.6 ,232171979.2 ,31.055668622402663 ,33.43552583731548   ,-2.3798572149128177 ,2019-11-20,9869.770246654998
414     ,9772.03 ,9818.49 ,9774.44 ,9733.44 ,202265376.0,-34.61      ,-0.35   ,9767.3   ,9751.696 ,9771.485 ,212966784.0 ,212593014.4 ,231924131.2 ,29.45712254772843  ,32.63984517939807   ,-3.182722631669641  ,2019-11-21,9834.946002896762
415     ,9794.32 ,9875.71 ,9626.9  ,9573.47 ,250407632.0,-147.54     ,-1.51   ,9763.082 ,9724.852 ,9769.808 ,220347145.6 ,214221353.6 ,233196421.6 ,16.0994340556299   ,29.33176295464444   ,-13.23232889901454  ,2019-11-22,9686.492696797652
416     ,9626.41 ,9643.23 ,9626.36 ,9515.33 ,225973168.0,-0.54       ,-0.01   ,9745.3   ,9719.431 ,9761.033 ,227152044.8 ,213663960.0 ,229544422.4 ,5.4074623418127885 ,24.54690283207811   ,-19.139440490265322 ,2019-11-25,9686.492696797652
417     ,9662.41 ,9698.6  ,9677.23 ,9609.73 ,217307712.0,50.87       ,0.53    ,9702.796 ,9720.14  ,9757.593 ,225413321.6 ,214797212.8 ,224329374.4 ,1.0269436219641648 ,19.842910990055323  ,-18.815967368091158 ,2019-11-26,9686.492696797652
418     ,9643.11 ,9694.22 ,9648.39 ,9589.21 ,202544272.0,-28.84      ,-0.3    ,9670.664 ,9716.194 ,9755.935 ,219699632.0 ,216652816.0 ,220878352.8 ,-4.71741655594451  ,14.930845480855357  ,-19.648262036799867 ,2019-11-27,9686.492696797652
419     ,9650.27 ,9679.96 ,9622.14 ,9594.37 ,182766688.0,-26.25      ,-0.27   ,9640.204 ,9703.752 ,9755.276 ,215799894.4 ,214383339.2 ,217883518.4 ,-11.258241008084951,9.693028183067295   ,-20.951269191152246 ,2019-11-28,9686.492696797652
420     ,9614.71 ,9633.14 ,9582.16 ,9490.85 ,184566864.0,-39.98      ,-0.42   ,9631.256 ,9697.169 ,9744.267 ,202631740.8 ,211489443.2 ,215816992.8 ,-19.443807276764346,3.865661091100966   ,-23.309468367865314 ,2019-11-29,9686.492696797652
421     ,9603.02 ,9647.95 ,9605.19 ,9582.32 ,185451456.0,23.03       ,0.24    ,9627.022 ,9686.161 ,9731.12  ,194527398.4 ,210839721.6 ,213137491.2 ,-23.798267375852447,-1.667124602289717  ,-22.13114277356273  ,2019-12-02,9686.492696797652
422     ,9585.75 ,9657.65 ,9657.65 ,9531.26 ,193114400.0,52.46       ,0.55    ,9623.106 ,9662.951 ,9717.072 ,189688736.0 ,207551028.8 ,210861739.2 ,-22.753832782535028,-5.88446623833878   ,-16.869366544196247 ,2019-12-03,9686.492696797653
423     ,9624.19 ,9703.4  ,9687.95 ,9614.04 ,202086400.0,30.3        ,0.31    ,9631.018 ,9650.841 ,9708.421 ,189597161.6 ,204648396.8 ,209339523.2 ,-19.259146616459475,-8.559402313962918  ,-10.699744302496557 ,2019-12-04,9716.883188140058
424     ,9719.3  ,9817.21 ,9799.07 ,9703.91 ,229525008.0,111.12      ,1.15    ,9666.404 ,9653.304 ,9702.5   ,198948825.6 ,207374360.0 ,209983687.2 ,-7.437393675900239 ,-8.335000586350382  ,0.8976069104501434  ,2019-12-05,9828.33504945913
425     ,9804.04 ,9878.62 ,9878.62 ,9791.56 ,228380368.0,79.55       ,0.81    ,9725.696 ,9678.476 ,9701.664 ,207711526.4 ,205171633.6 ,209696493.6 ,8.255289040218486  ,-5.016942661036609  ,13.272231701255095  ,2019-12-06,9908.122626564355
426     ,9908.97 ,9917.61 ,9876.27 ,9853.2  ,254862720.0,-2.35       ,-0.02   ,9779.912 ,9703.467 ,9711.449 ,221593779.2 ,208060588.8 ,210862274.4 ,20.26858417062249  ,0.040162705295211154,20.22842146532728   ,2019-12-09,9905.76560825892
427     ,9850.04 ,9915.87 ,9915.87 ,9826.83 ,259022848.0,39.6        ,0.4     ,9831.556 ,9727.331 ,9723.736 ,234775468.8 ,212232102.4 ,213514657.6 ,32.608703327825424 ,6.553870829801254   ,26.05483249802417   ,2019-12-10,9945.483874171765
428     ,9905.91 ,9921.65 ,9852.71 ,9829.11 ,269475424.0,-63.16      ,-0.64   ,9864.508 ,9747.763 ,9731.979 ,248253273.6 ,218925217.6 ,217789016.8 ,36.86687413956315  ,12.616471491753634  ,24.250402647809516  ,2019-12-11,9882.135246013802
429     ,9862.43 ,9887.56 ,9836.23 ,9824.41 ,255654560.0,-16.48      ,-0.17   ,9871.94  ,9769.172 ,9736.462 ,253479184.0 ,226214004.8 ,220298672.0 ,38.46826865998992  ,17.786830925400892  ,20.681437734589025  ,2019-12-12,9865.606028280376
430     ,9923.79 ,10014.21,10004.62,9907.76 ,294009376.0,168.39      ,1.71    ,9897.14  ,9811.418 ,9754.294 ,266604985.6 ,237158256.0 ,224323849.6 ,52.71735817132139  ,24.772936374584994  ,27.9444217967364    ,2019-12-13,9865.606028280376
431     ,10040.26,10158.24,10158.24,10015.45,352271904.0,153.62      ,1.53    ,9953.534 ,9866.723 ,9776.442 ,286086822.4 ,253840300.8 ,232340011.2 ,75.53499402012676  ,34.92534790369335   ,40.60964611643341   ,2019-12-16,9865.606028280376
432     ,10157.43,10350.65,10306.03,10148.69,424807264.0,147.79      ,1.46    ,10031.566,9931.561 ,9797.256 ,319243705.6 ,277009587.2 ,242280308.0 ,104.34077716069987 ,48.808433755094654  ,55.53234340560522   ,2019-12-17,10009.138560974972
433     ,10299.05,10365.16,10294.66,10266.64,379783136.0,-11.37      ,-0.11   ,10119.956,9992.232 ,9821.537 ,341305248.0 ,294779260.8 ,249713828.8 ,124.81333344279301 ,64.00941369263433   ,60.803919750158684  ,2019-12-18,9998.096102779306
434     ,10298.51,10316.77,10296.29,10254.95,347586112.0,1.63        ,0.02    ,10211.968,10041.954,9847.629 ,359691558.4 ,306585371.2 ,256979865.6 ,139.56073983539682 ,79.11967892118682   ,60.44106091421      ,2019-12-19,9999.67914647842
435     ,10305.1 ,10343.07,10229.49,10229.1 ,345290016.0,-66.8       ,-0.65   ,10256.942,10077.041,9877.759 ,369947686.4 ,318276336.0 ,261723984.8 ,144.19576490270447 ,92.13489611749034   ,52.060868785214126  ,2019-12-20,9934.803490588312
436     ,10202.23,10248.8 ,10056.21,10050.41,308439136.0,-173.28     ,-1.69   ,10236.536,10095.035,9899.251 ,361181132.8 ,323633977.6 ,265847283.2 ,132.361032235749   ,100.18012334114208  ,32.18090889460693   ,2019-12-23,9934.803490588312
437     ,10080.37,10190.04,10189.29,10065.55,264154336.0,133.08      ,1.32    ,10213.188,10122.377,9924.854 ,329050547.2 ,324147126.4 ,268189614.4 ,132.1964863316025  ,106.58339593923417  ,25.613090392368335  ,2019-12-24,9934.803490588312
438     ,10176.72,10255.2 ,10229.58,10170.21,290734464.0,40.29       ,0.4     ,10200.172,10160.064,9953.914 ,311240812.8 ,326273030.4 ,272599124.0 ,133.77507302970116 ,112.02173135732757  ,21.753341672373594  ,2019-12-25,9934.803490588312
439     ,10239.76,10303.72,10303.72,10221.34,292929056.0,74.14       ,0.72    ,10201.658,10206.813,9987.993 ,300309401.6 ,330000480.0 ,278107242.4 ,139.4016572173332  ,117.4977165293287   ,21.903940688004496  ,2019-12-26,9934.803490588312
440     ,10326.52,10377.94,10233.77,10226.62,351676416.0,-69.95      ,-0.68   ,10202.514,10229.728,10020.573,301586681.6 ,335767184.0 ,286462720.0 ,136.64126981770278 ,121.32642718700352  ,15.31484263069926   ,2019-12-27,9934.803490588312
441     ,10203.82,10365.96,10365.96,10133.88,322844928.0,132.19      ,1.29    ,10264.464,10250.5  ,10058.612,304467840.0 ,332824486.4 ,293332393.6 ,143.4664788941427  ,125.75443752843135  ,17.712041365711357  ,2019-12-30,9934.803490588312
442     ,10360.78,10433.29,10430.77,10352.89,282427712.0,64.81       ,0.62    ,10312.76 ,10262.974,10097.268,308122515.2 ,318586531.2 ,297798059.2 ,152.3489477842977  ,131.07333957960464  ,21.27560820469307   ,2019-12-31,9934.803490588312
443     ,10509.12,10663.55,10638.82,10479.77,392795168.0,208.05      ,2.0     ,10394.608,10297.39 ,10144.811,328534656.0 ,319887734.4 ,307333497.6 ,174.1685579086734  ,139.6923832454184   ,34.476174663254994  ,2020-01-02,10132.961044270054
444     ,10666.66,10689.59,10656.41,10594.36,373603936.0,17.59       ,0.17    ,10465.146,10333.402,10187.678,344669632.0 ,322489516.8 ,314537444.0 ,190.68205805844082 ,149.89031820802288  ,40.79173985041794   ,2020-01-03,10149.714667770471
445     ,10599.41,10799.58,10698.27,10577.78,438998272.0,41.86       ,0.39    ,10558.046,10380.28 ,10228.661,362134003.2 ,331860342.4 ,325068339.2 ,204.78622987881863 ,160.86950054218204  ,43.91672933663659   ,2020-01-06,10189.584291404779
446     ,10725.18,10829.05,10829.05,10723.86,414499648.0,130.78      ,1.22    ,10650.664,10457.564,10276.3  ,380464947.2 ,342466393.6 ,333050185.6 ,223.93535332921238 ,173.48267109958812  ,50.45268222962426   ,2020-01-07,10314.145910585255
447     ,10776.71,10851.28,10706.87,10681.02,462506912.0,-122.18     ,-1.13   ,10705.884,10509.322,10315.85 ,416480787.2 ,362301651.2 ,343224388.8 ,226.6397052823213  ,184.11407793613475  ,42.52562734618655   ,2020-01-08,10197.77537509458
448     ,10807.04,10899.48,10898.17,10807.04,396591104.0,191.3       ,1.79    ,10757.754,10576.181,10368.123,417239974.4 ,372887315.2 ,349580172.8 ,241.43610974379044 ,195.57848429766588  ,45.85762544612456   ,2020-01-09,10379.979364613047
449     ,10927.98,10933.81,10879.84,10833.52,355689728.0,-18.33      ,-0.17   ,10802.44 ,10633.793,10420.303,413657132.8 ,379163382.4 ,354581931.2 ,248.81510344159324 ,206.22580812645134  ,42.5892953151419    ,2020-01-10,10362.52092693467
450     ,10894.0 ,11040.2 ,11040.2 ,10851.72,345273664.0,160.36      ,1.47    ,10870.826,10714.436,10472.082,394912211.2 ,378523107.2 ,357145145.6 ,264.5531172681731  ,217.8912699547957   ,46.66184731337739   ,2020-01-13,10515.256064201692
451     ,11074.89,11086.81,10988.77,10983.42,377298112.0,-51.43      ,-0.47   ,10902.77 ,10776.717,10513.609,387471904.0 ,383968425.6 ,358396456.0 ,269.7659415793896  ,228.2662042797145   ,41.49973729967513   ,2020-01-14,10466.271478833503
452     ,10978.28,11001.81,10972.32,10882.79,331233280.0,-16.45      ,-0.15   ,10955.86 ,10830.872,10546.923,361217177.6 ,388848982.4 ,353717756.8 ,269.4635567339956  ,236.5056747705707   ,32.95788196342488   ,2020-01-15,10450.60365014778
453     ,10986.65,11008.21,10967.44,10934.72,317968352.0,-4.88       ,-0.04   ,10969.714,10863.734,10580.562,345492627.2 ,381366300.8 ,350627017.6 ,265.766548017702   ,242.35784941999697  ,23.40869859770504   ,2020-01-16,10450.60365014778
454     ,11001.68,11045.25,10954.39,10927.84,304820096.0,-13.05      ,-0.12   ,10984.624,10893.532,10613.467,335318700.8 ,374487916.8 ,348488716.8 ,258.80032696627313 ,245.6463449292522   ,13.153982037020938  ,2020-01-17,10450.60365014778
455     ,10981.5 ,11115.88,11115.88,10936.8 ,330625504.0,161.49      ,1.47    ,10999.76 ,10935.293,10657.787,332389068.8 ,363650640.0 ,347755491.2 ,263.27556315713264 ,249.17218857482828  ,14.103374582304355  ,2020-01-20,10450.60365014778
456     ,11077.66,11078.04,10953.41,10948.58,338540800.0,-162.47     ,-1.46   ,10992.688,10947.729,10702.647,324637606.4 ,356054755.2 ,349260574.4 ,250.82094121940645 ,249.50193910374392  ,1.3190021156625278  ,2020-01-21,10450.60365014778
457     ,10896.55,11105.69,11072.06,10761.68,352090080.0,118.65      ,1.08    ,11012.636,10984.248,10746.785,328808966.4 ,345013072.0 ,353657361.6 ,247.66964549931436 ,249.13548038285802  ,-1.465834883543664  ,2020-01-22,10450.60365014778
458     ,10947.86,11026.0 ,10681.9 ,10572.26,402894272.0,-390.16     ,-3.52   ,10955.528,10962.621,10769.401,345794150.4 ,345643388.8 ,359265352.0 ,211.25436086961963 ,241.55925648021034  ,-30.304895610590705 ,2020-01-23,10450.60365014778
459     ,9706.58 ,9934.35 ,9779.67 ,9706.58 ,195449920.0,-902.23     ,-8.45   ,10720.584,10852.604,10743.199,323920115.2 ,329619408.0 ,354391395.2 ,108.34364657718652 ,214.91613449960556  ,-106.57248792241904 ,2020-02-03,10450.60365014778
